                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.8916,                 6.1699,                 2.5954,                0.03123,                0.11167,                0.01625,                0.00535,                  2.849,                 9.4852,                 2.5653,              0.0005552,              0.0005552,              0.0005552
                      2,                 2.3968,                 3.6763,                 1.9456,                0.07548,                  0.225,                0.06553,                0.02231,                 2.5367,                 3.3306,                 2.1065,              0.0010999,              0.0010999,              0.0010999
